iter	Logloss
134	0.2567521683
135	0.2566531756
136	0.2563508603
137	0.2559474892
138	0.2556453934
139	0.2551268864
140	0.2549274219
141	0.2547039333
142	0.2544326302
143	0.2539469787
144	0.253527749
145	0.253259074
146	0.2531931733
147	0.2529204627
148	0.2528021864
149	0.2525055346
150	0.2521019223
151	0.2521017429
152	0.2518567155
153	0.2517786542
154	0.2516358604
155	0.251348728
156	0.2510971587
157	0.2508541719
158	0.2506734564
159	0.25039907
160	0.2502014034
161	0.2500544612
162	0.2496144806
163	0.2494543314
164	0.24909836
165	0.2487381812
166	0.2483989542
167	0.2482586307
168	0.2480021414
169	0.2476393014
170	0.2473835809
171	0.2471069482
172	0.2466919556
173	0.246482767
174	0.2462289776
175	0.2460032927
176	0.245988407
177	0.245797491
178	0.2455945773
179	0.2451966035
180	0.2449268217
181	0.2449258507
182	0.2447532822
183	0.2444889665
184	0.2441952691
185	0.2437179814
186	0.243550589
187	0.2432245356
188	0.2426380878
189	0.2426230873
190	0.2423410016
191	0.2420619498
192	0.2418833554
193	0.241764405
194	0.2416470772
195	0.2415008703
196	0.2412770638
197	0.2409757318
198	0.2407040463
199	0.2405300114
200	0.2404743661
201	0.240149799
202	0.2400511921
203	0.239287075
204	0.2390451543
205	0.2389166787
206	0.2384794394
207	0.2380516039
208	0.2375583843
209	0.2371489068
210	0.2369557031
211	0.2366554157
212	0.236532258
213	0.2362947951
214	0.2359505103
215	0.2356702123
216	0.2355198847
217	0.2353537003
218	0.2352498417
219	0.2349949042
220	0.2346193829
221	0.2342016647
222	0.2340668844
223	0.2338768495
224	0.2334543211
225	0.233152029
226	0.2326181645
227	0.2325082549
228	0.2322561334
229	0.2321149372
230	0.2318279995
231	0.2315357459
232	0.2313908578
233	0.2310445921
234	0.2307267721
235	0.2307147381
236	0.2304282355
237	0.2303967883
238	0.2301410467
239	0.2301307661
240	0.2300267477
241	0.2298653647
242	0.229610037
243	0.2295629014
244	0.2292922538
245	0.229020014
246	0.2286464059
247	0.2283450946
248	0.2282922921
249	0.2280853393
250	0.2278401598
251	0.2275843023
252	0.2272967321
253	0.2271559631
254	0.2269742937
255	0.2267521391
256	0.2265601802
257	0.2263386032
258	0.2260387501
259	0.2258831729
260	0.2257586125
261	0.2255037856
262	0.2252931136
263	0.2252052165
264	0.2251943078
265	0.2249453698
266	0.2248396707
267	0.2246893665
268	0.2244109544
269	0.2241545427
270	0.2238514322
271	0.2237856354
272	0.2236902064
273	0.2234691396
274	0.2233669058
275	0.223235199
276	0.2230677958
277	0.2229617867
278	0.222787252
279	0.2225957851
280	0.2221459142
281	0.2220205953
282	0.2218221226
283	0.2216397449
284	0.2213964072
285	0.2210012662
286	0.2207252878
287	0.2205752918
288	0.2202579521
289	0.2201975925
290	0.2199676274
291	0.2196892024
292	0.2191945168
293	0.2188966069
294	0.2187740228
295	0.2183127109
296	0.2180458703
297	0.2178008956
298	0.2175136704
299	0.2172807569
300	0.2170111962
301	0.2168109226
302	0.2165807653
303	0.2163352249
304	0.2161736144
305	0.2158102993
306	0.2157123985
307	0.2155994692
308	0.2153980311
309	0.2151087999
310	0.2149293068
311	0.2148548074
312	0.2147480771
313	0.214540101
314	0.2143859647
315	0.2142396998
316	0.2140276927
317	0.2137792151
318	0.2136128626
319	0.2135261871
320	0.2135103767
321	0.213167904
322	0.2129652415
323	0.2126644541
324	0.212574571
325	0.2124187085
326	0.21233421
327	0.2120297801
328	0.2119932725
329	0.2119596061
330	0.2118228357
331	0.2116560994
332	0.2115013091
333	0.2112780594
334	0.2110549053
335	0.21078418
336	0.2107717666
337	0.2106572029
338	0.2105481047
339	0.2104151899
340	0.2101840812
341	0.2098180995
342	0.2096566861
343	0.20954173
344	0.2094351147
345	0.2091516914
346	0.2089838687
347	0.2089727957
348	0.2089009542
349	0.2087935033
350	0.2087166801
351	0.2086719162
352	0.2084906283
353	0.2083422225
354	0.2080287056
355	0.2078599545
356	0.207729013
357	0.2075219925
358	0.207183831
359	0.206981358
360	0.206893843
361	0.2067325027
362	0.2066901526
363	0.2066642941
364	0.2066012996
365	0.2064321317
366	0.2064076598
367	0.206373712
368	0.2063516271
369	0.205984634
370	0.2057929428
371	0.2054644239
372	0.2053208943
373	0.2052947087
374	0.2052580403
375	0.2051126916
376	0.205082639
377	0.2049335119
378	0.2047186717
379	0.2045471883
380	0.2043147572
381	0.2040784266
382	0.2040347223
383	0.2038036493
384	0.203573786
385	0.2034654894
386	0.2033351619
387	0.2032996031
388	0.2032862279
389	0.2031639035
390	0.2030180218
391	0.2029188166
392	0.202875537
393	0.2028411815
394	0.2027327295
395	0.2026618528
396	0.2024317711
397	0.2022912375
398	0.2022830004
399	0.2022423904
400	0.2021136446
401	0.201975014
402	0.2019574622
403	0.2018296116
404	0.2017008971
405	0.2015735099
406	0.2014522588
407	0.2013579312
408	0.2012276489
409	0.2009968332
410	0.200910712
411	0.2007229805
412	0.2006201572
413	0.2003978103
414	0.2003869863
415	0.2002823647
416	0.2001050741
417	0.2000422627
418	0.1996121032
419	0.199454889
420	0.1994161848
421	0.1993511862
422	0.1991488235
423	0.1990873152
424	0.1990749866
425	0.1989701883
426	0.1988271088
427	0.1984972178
428	0.1983876208
429	0.1983572097
430	0.1982477575
431	0.1981792961
432	0.1979650723
433	0.1976404175
434	0.1974690771
435	0.1971888686
436	0.1971375884
437	0.1969402942
438	0.1966776816
439	0.1965333581
440	0.1961243599
441	0.19607664
442	0.1958286995
443	0.1955859091
444	0.1955601049
445	0.1954771665
446	0.1953666462
447	0.1952148147
448	0.1951820265
449	0.1950873976
450	0.1949205953
451	0.1949056944
452	0.1948897288
453	0.1948181758
454	0.1947708139
455	0.1946781975
456	0.1944991329
457	0.1943223845
458	0.1940742264
459	0.193980865
460	0.1937889885
461	0.1935555954
462	0.1933678481
463	0.1932298844
464	0.193082434
465	0.1928393773
466	0.1927006009
467	0.1924311168
468	0.1924012415
469	0.1920763832
470	0.1919900961
471	0.191935578
472	0.191836091
473	0.1916831558
474	0.1916569707
475	0.1915736977
476	0.1915273718
477	0.1914466938
478	0.1913033478
479	0.1911568238
480	0.1908590079
481	0.1908332189
482	0.190701359
483	0.190537537
484	0.1904603329
485	0.1903831065
486	0.1902343366
487	0.1900987849
488	0.1900343567
489	0.1898503066
490	0.1896471042
491	0.1896258588
492	0.1895174595
493	0.1893399936
494	0.1889319194
495	0.188644762
496	0.1883773698
497	0.1882823398
498	0.1882482997
499	0.1879904435
