iter	Passed	Remaining
205	1528	2181
206	1536	2175
207	1543	2167
208	1551	2159
209	1559	2153
210	1566	2145
211	1574	2139
212	1582	2132
213	1590	2126
214	1598	2118
215	1606	2111
216	1614	2104
217	1621	2097
218	1629	2090
219	1636	2082
220	1644	2076
221	1652	2069
222	1659	2061
223	1667	2054
224	1675	2047
225	1683	2041
226	1691	2034
227	1698	2026
228	1706	2019
229	1713	2011
230	1722	2005
231	1730	1998
232	1739	1992
233	1747	1986
234	1755	1979
235	1761	1970
236	1769	1963
237	1776	1955
238	1784	1948
239	1790	1940
240	1798	1933
241	1806	1925
242	1814	1918
243	1821	1911
244	1829	1903
245	1837	1897
246	1845	1890
247	1853	1883
248	1860	1875
249	1869	1869
250	1876	1861
251	1883	1853
252	1891	1846
253	1899	1839
254	1907	1832
255	1914	1824
256	1922	1817
257	1930	1810
258	1937	1803
259	1946	1796
260	1955	1790
261	1962	1783
262	1970	1776
263	1978	1768
264	1986	1761
265	1993	1753
266	2001	1746
267	2008	1739
268	2016	1731
269	2023	1723
270	2031	1716
271	2038	1708
272	2046	1701
273	2054	1694
274	2061	1686
275	2068	1679
276	2077	1672
277	2084	1664
278	2092	1657
279	2099	1649
280	2107	1642
281	2114	1634
282	2121	1627
283	2128	1619
284	2136	1611
285	2145	1605
286	2153	1598
287	2161	1591
288	2169	1583
289	2176	1576
290	2184	1568
291	2191	1561
292	2199	1554
293	2207	1546
294	2215	1539
295	2224	1533
296	2232	1525
297	2240	1519
298	2248	1511
299	2256	1504
300	2264	1497
301	2272	1489
302	2280	1482
303	2287	1474
304	2296	1467
305	2304	1460
306	2311	1453
307	2319	1445
308	2326	1438
309	2335	1431
310	2342	1423
311	2350	1416
312	2357	1408
313	2365	1401
314	2373	1393
315	2380	1386
316	2389	1379
317	2397	1372
318	2405	1364
319	2412	1356
320	2419	1349
321	2426	1341
322	2435	1334
323	2442	1326
324	2449	1319
325	2457	1311
326	2464	1304
327	2472	1296
328	2479	1288
329	2486	1281
330	2494	1273
331	2502	1266
332	2509	1258
333	2517	1251
334	2525	1243
335	2532	1236
336	2540	1228
337	2548	1221
338	2556	1214
339	2564	1206
340	2572	1199
341	2581	1192
342	2589	1185
343	2596	1177
344	2604	1170
345	2612	1162
346	2619	1154
347	2626	1147
348	2633	1139
349	2641	1131
350	2648	1124
351	2656	1116
352	2663	1109
353	2671	1101
354	2680	1094
355	2687	1087
356	2695	1079
357	2703	1072
358	2713	1065
359	2721	1058
360	2730	1051
361	2737	1043
362	2745	1036
363	2754	1029
364	2762	1021
365	2770	1014
366	2777	1006
367	2785	999
368	2793	991
369	2802	984
370	2810	977
371	2818	969
372	2826	962
373	2834	955
374	2842	947
375	2850	939
376	2857	932
377	2864	924
378	2873	917
379	2881	909
380	2889	902
381	2897	895
382	2905	887
383	2913	879
384	2921	872
385	2929	865
386	2937	857
387	2944	849
388	2952	842
389	2959	834
390	2966	827
391	2974	819
392	2981	811
393	2989	804
394	2997	796
395	3004	788
396	3012	781
397	3020	774
398	3028	766
399	3036	759
400	3044	751
401	3053	744
402	3060	736
403	3068	729
404	3076	721
405	3084	714
406	3090	706
407	3098	698
408	3105	690
409	3113	683
410	3120	675
411	3128	668
412	3135	660
413	3143	653
414	3151	645
415	3160	638
416	3168	630
417	3176	623
418	3185	615
419	3193	608
420	3201	600
421	3209	593
422	3218	585
423	3225	578
424	3233	570
425	3241	563
426	3248	555
427	3257	548
428	3265	540
429	3272	532
430	3281	525
431	3289	517
432	3297	510
433	3306	502
434	3314	495
435	3323	487
436	3331	480
437	3339	472
438	3347	465
439	3356	457
440	3364	450
441	3372	442
442	3380	434
443	3388	427
444	3396	419
445	3404	412
446	3413	404
447	3420	397
448	3428	389
449	3436	381
450	3444	374
451	3452	366
452	3459	358
453	3467	351
454	3474	343
455	3483	336
456	3491	328
457	3499	320
458	3508	313
459	3516	305
460	3524	298
461	3534	290
462	3541	283
463	3549	275
464	3557	267
465	3566	260
466	3574	252
467	3583	245
468	3590	237
469	3599	229
470	3606	222
471	3614	214
472	3622	206
473	3629	199
474	3637	191
475	3644	183
476	3652	176
477	3660	168
478	3668	160
479	3676	153
480	3684	145
481	3692	137
482	3700	130
483	3707	122
484	3715	114
485	3723	107
486	3731	99
487	3738	91
488	3747	84
489	3755	76
490	3763	68
491	3770	61
492	3778	53
493	3786	45
494	3795	38
495	3804	30
496	3812	23
497	3821	15
498	3828	7
499	3837	0
